"uuid"	"uri"	"uuid"	"uri"
e4bcfe8c-a756-464d-8030-33cd0227f571	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"118590ad-a8a4-4f09-b65f-d1220321c151"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
d8e00794-1c5d-4f2e-b232-45cc74a4a235	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"281da974-c7da-4f19-ad0f-f9a7728dac86"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
cedf3cb0-1a77-426c-8ead-f194d3b49823	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"39641a5e-2822-4587-9e13-b95e7d82e8e0"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
d9d1ccdf-ea9e-4165-8edd-5b74ea888d78	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"138b849b-3323-4fd3-ba6e-648084327649"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
e5e1adfd-8275-497a-a713-47fcd73b17cb	https://lgc.data.wegenenverkeer.be/ns/installatie#OTN	aebb765a-50df-4890-8d9f-a42e4d27a64b	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
e6b7f55d-72e3-4113-9f37-4d213f4d1b9e	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"001fbe7d-8f64-4327-9d67-b0f372342c5a"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
db5167a1-4347-4aa3-b9db-f4b314b3989f	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"284d7901-3c6f-48e7-97be-945a27afd160"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
dcf76c44-27af-4266-a9a2-9dcb6b7c94ad	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"39641a5e-2822-4587-9e13-b95e7d82e8e0"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
f5a2a976-0ccf-425f-82b6-f7c28348ec49	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"1bfea089-d99a-4758-a3bd-c5790d0c6ad1"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
f79b473c-ed08-4ff2-b1c7-ce158c374fa2	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"1d520bde-e864-4c59-9203-de6edc41be30"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
f88534c2-e0bd-4fd8-8e8b-21ddd8c022aa	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"753e26f5-41bf-411d-961e-89222c6a112c"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
f8a6eb5c-d5e5-4388-9cbc-17b5a65bcb75	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"098ed69b-c92a-4232-b5d4-b0207c47154c"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
ece46905-fa4b-4d4d-bac1-2823b7a677d6	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"1fc49c17-194c-4970-ad9b-80f78d7a076f"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
ecf2f4d6-94ea-47b5-9ad4-d8063c65c345	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"9293a600-568f-4393-bfc2-6000a4c4f268"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
ed43bca2-1c77-4aae-9c17-a52bc6f06488	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"40179e7a-8464-4950-afa6-661d9117809f"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
"00bacc28-9a97-4867-a292-16ebc9708c83"	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"1eac91f7-96fe-4bc6-ba00-77f09e798906"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
